,year,actual,predicted
3572,2016,0,0
3578,2016,2,2
3579,2016,0,0
3581,2016,0,0
3585,2016,1,2
3586,2016,0,0
3589,2016,0,0
3593,2016,0,0
3595,2016,0,0
3599,2016,0,0
3603,2016,0,0
3608,2016,0,0
3615,2016,0,1
3618,2016,0,0
3622,2016,0,2
3623,2016,0,0
3627,2016,0,0
3631,2016,0,0
3635,2016,0,0
3639,2016,0,0
3641,2016,0,0
3644,2016,0,0
3651,2016,2,0
3652,2016,1,2
3655,2016,0,0
3658,2016,0,2
3659,2016,0,0
3661,2016,0,0
3665,2016,0,2
3666,2016,0,0
3669,2016,0,0
3674,2016,0,0
3677,2016,0,0
3679,2016,0,0
3684,2016,0,1
3685,2016,0,0
3687,2016,0,0
3691,2016,0,0
3836,2016,2,2
3846,2016,2,1
3856,2016,2,0
3867,2016,2,2
3879,2016,0,2
3890,2016,2,2
3900,2016,2,2
3910,2016,2,2
3921,2016,2,1
3932,2016,2,2
3943,2016,0,0
3954,2016,0,2
3966,2016,2,2
3976,2016,2,2
3985,2016,2,2
4000,2016,2,2
4010,2016,2,2
4019,2016,1,2
4023,2016,1,0
4036,2016,1,0
4042,2016,1,0
4047,2016,0,0
4060,2016,0,0
4073,2016,1,0
4084,2016,1,0
4094,2016,0,0
4107,2016,2,1
4119,2016,2,2
4135,2016,2,2
4146,2016,2,2
4161,2016,2,2
4176,2016,2,1
4190,2016,2,0
4205,2016,1,1
4219,2016,2,0
4233,2016,2,1
4247,2016,2,1
4260,2016,2,1
4270,2016,2,2
4275,2016,2,1
4289,2016,2,1
4305,2016,2,1
4318,2016,2,1
4331,2016,2,1
4340,2016,1,0
4355,2016,2,1
4370,2016,2,2
4385,2016,1,1
4398,2016,2,2
4411,2016,1,1
4425,2016,2,1
4434,2016,2,2
4447,2016,2,2
4460,2016,2,0
4473,2016,2,2
4488,2016,2,2
4501,2016,1,0
4513,2016,2,1
4521,2016,1,0
4533,2016,2,1
4540,2016,0,0
4546,2016,2,1
4559,2016,0,2
4565,2016,2,1
4579,2016,2,1
4584,2016,2,1
4592,2016,2,1
4599,2016,2,1
4608,2016,2,2
4806,2016,0,0
4812,2016,0,0
4818,2016,0,0
4824,2016,0,0
4830,2016,0,0
4836,2016,0,0
4842,2016,2,0
4848,2016,1,0
4859,2016,0,0
4864,2016,0,0
4869,2016,0,0
4875,2016,1,0
4881,2016,0,0
4887,2016,0,0
4892,2016,0,0
4898,2016,0,0
4906,2016,0,0
4912,2016,0,0
4918,2016,0,0
4923,2016,0,0
4928,2016,1,1
4941,2016,0,0
4947,2016,0,0
4958,2016,0,0
4964,2016,1,1
4974,2016,0,0
4979,2016,1,1
4990,2016,0,0
4995,2016,0,0
5010,2016,0,0
5014,2016,0,0
5024,2016,1,0
5028,2016,1,2
5038,2016,0,0
5042,2016,0,2
5046,2016,0,2
5059,2016,0,0
5061,2016,0,0
5065,2016,0,1
5069,2016,0,0
5073,2016,0,0
5077,2016,0,0
5082,2016,1,0
5093,2016,0,0
5098,2016,0,0
5121,2016,0,0
5137,2016,0,0
5147,2016,0,0
5154,2016,1,1
5161,2016,1,0
5168,2016,0,1
5175,2016,0,0
5182,2016,0,0
5189,2016,0,0
5196,2016,1,0
5203,2016,1,0
5210,2016,1,0
5216,2016,0,0
5223,2016,1,0
5230,2016,0,0
5237,2016,0,0
5244,2016,0,1
5251,2016,1,0
5258,2016,1,0
1234,2017,0,0
1239,2017,0,0
1243,2017,0,0
1246,2017,1,1
1249,2017,0,0
1252,2017,0,1
1254,2017,0,0
1257,2017,1,1
1260,2017,0,0
1264,2017,0,0
1269,2017,0,0
1274,2017,0,0
1278,2017,0,0
1283,2017,0,0
1288,2017,0,0
1293,2017,0,0
1296,2017,0,0
1301,2017,0,0
1306,2017,0,0
1311,2017,0,0
1315,2017,0,0
1320,2017,0,0
1325,2017,0,0
1329,2017,0,0
1334,2017,0,0
1337,2017,0,0
1340,2017,0,0
1343,2017,0,0
1346,2017,0,0
1351,2017,0,0
1354,2017,0,0
1356,2017,0,0
1359,2017,0,0
1361,2017,0,0
1364,2017,0,0
1367,2017,0,0
1402,2017,0,0
1405,2017,0,0
1407,2017,0,0
1409,2017,0,0
1413,2017,0,0
1416,2017,0,0
1419,2017,0,0
1422,2017,0,0
1425,2017,0,0
1430,2017,0,0
1445,2017,0,0
1449,2017,0,0
1455,2017,0,0
1458,2017,0,0
1473,2017,0,0
1478,2017,0,0
1495,2017,0,0
3829,2017,0,0
3831,2017,0,0
3839,2017,0,0
3841,2017,0,0
3850,2017,0,0
3852,2017,2,0
3859,2017,0,0
3861,2017,0,0
3870,2017,0,0
3872,2017,0,0
3882,2017,0,0
3884,2017,0,0
3892,2017,1,0
3894,2017,0,0
3903,2017,0,0
3905,2017,0,0
3913,2017,0,0
3915,2017,0,0
3924,2017,0,0
3926,2017,0,0
3936,2017,0,0
3938,2017,0,0
3946,2017,0,0
3948,2017,0,0
3958,2017,2,0
3960,2017,1,0
3969,2017,0,0
3971,2017,0,0
3978,2017,1,0
3980,2017,0,0
3987,2017,0,0
3989,2017,0,0
3993,2017,0,0
3995,2017,0,0
4004,2017,0,0
4006,2017,0,0
4014,2017,2,0
4020,2017,0,0
4027,2017,0,0
4029,2017,0,0
4037,2017,0,2
4039,2017,0,0
4043,2017,0,0
4049,2017,0,0
4051,2017,0,0
4054,2017,0,0
4055,2017,0,0
4061,2017,0,0
4062,2017,0,2
4068,2017,0,0
4077,2017,0,0
4078,2017,0,0
4087,2017,0,0
4089,2017,0,0
4097,2017,1,0
4100,2017,0,0
4111,2017,0,0
4114,2017,0,0
4125,2017,1,0
4128,2017,0,0
4140,2017,2,0
4143,2017,0,0
4152,2017,0,0
4155,2017,0,0
4167,2017,0,0
4170,2017,1,0
4181,2017,0,0
4184,2017,0,0
4195,2017,0,0
4198,2017,0,0
4210,2017,0,0
4213,2017,1,0
4224,2017,0,0
4227,2017,2,0
4238,2017,1,0
4241,2017,1,0
4251,2017,0,0
4254,2017,1,0
4264,2017,0,0
4266,2017,0,0
4279,2017,0,0
4282,2017,1,0
4292,2017,2,0
4294,2017,0,0
4299,2017,0,0
4302,2017,2,0
4309,2017,1,0
4312,2017,1,0
4323,2017,0,0
4326,2017,0,0
4335,2017,2,0
4338,2017,2,0
4345,2017,0,0
4348,2017,1,0
4360,2017,0,0
4363,2017,2,0
4375,2017,0,0
4378,2017,0,1
4390,2017,0,0
4393,2017,1,0
4404,2017,0,0
4407,2017,0,0
4416,2017,0,0
4419,2017,0,1
4430,2017,1,0
4432,2017,2,0
4438,2017,1,0
4441,2017,0,0
4450,2017,0,0
4452,2017,0,0
4456,2017,0,0
4465,2017,0,0
4468,2017,0,0
4478,2017,0,0
4481,2017,0,1
4493,2017,0,0
4496,2017,0,0
4506,2017,1,0
4509,2017,1,0
4516,2017,0,0
4519,2017,0,0
4523,2017,0,0
4526,2017,0,0
4536,2017,0,0
4538,2017,0,0
4611,2017,0,2
4615,2017,0,2
4619,2017,0,0
4624,2017,0,2
4628,2017,0,2
4639,2017,2,2
4646,2017,0,1
4656,2017,1,2
4664,2017,2,2
4673,2017,0,2
4681,2017,0,0
4685,2017,0,2
4691,2017,0,0
4696,2017,0,0
4703,2017,0,2
4734,2017,1,0
4743,2017,2,1
4752,2017,0,0
4784,2017,0,0
5273,2017,2,2
5278,2017,0,2
5283,2017,2,2
5287,2017,0,2
5292,2017,1,2
5297,2017,1,2
5303,2017,2,2
5309,2017,2,2
5315,2017,2,2
5321,2017,2,2
5328,2017,2,2
5333,2017,0,1
5338,2017,0,1
5343,2017,0,2
5347,2017,0,2
5351,2017,2,1
5355,2017,0,0
5360,2017,2,2
5365,2017,2,2
5371,2017,1,2
5374,2017,0,2
5378,2017,1,2
5383,2017,2,2
5389,2017,0,2
5394,2017,2,1
5400,2017,2,2
5405,2017,1,2
5409,2017,2,2
5414,2017,2,1
5418,2017,2,2
5423,2017,2,1
5429,2017,0,2
5434,2017,2,2
5441,2017,2,2
5452,2017,2,2
5459,2017,0,2
5464,2017,0,0
5467,2017,0,2
5477,2017,2,2
5492,2017,2,2
5505,2017,2,1
5520,2017,0,2
5527,2017,2,2
5535,2017,2,1
5541,2017,0,1
5545,2017,2,1
5555,2017,2,1
5561,2017,0,1
5564,2017,1,1
5571,2017,2,1
5573,2017,2,2
5576,2017,2,2
5577,2017,2,1
5583,2017,2,1
5588,2017,0,2
5593,2017,2,1
5597,2017,2,1
5607,2017,2,1
5619,2017,2,2
5622,2017,2,2
5624,2017,2,2
5630,2017,0,1
5636,2017,1,2
5641,2017,2,1
5655,2017,0,1
5663,2017,0,1
5676,2017,1,2
5682,2017,1,2
5685,2017,0,2
5687,2017,2,1
5689,2017,2,1
5696,2017,2,2
5709,2017,0,0
5711,2017,0,0
5721,2017,2,2
5727,2017,0,1
5736,2017,0,2
5746,2017,0,1
5754,2017,2,1
5761,2017,2,1
5768,2017,0,1
5776,2017,0,1
5792,2017,0,0
5793,2017,0,0
5794,2017,0,0
5795,2017,1,0
5796,2017,1,0
5797,2017,2,0
5798,2017,0,0
5799,2017,2,0
5800,2017,0,0
5801,2017,2,2
5802,2017,0,0
5803,2017,0,0
5804,2017,0,2
5805,2017,1,2
5806,2017,0,0
5807,2017,0,0
5808,2017,0,2
5809,2017,0,0
5810,2017,0,0
5811,2017,0,2
5812,2017,0,0
5813,2017,2,1
5814,2017,1,0
5815,2017,0,0
5816,2017,0,0
5817,2017,0,0
5818,2017,0,0
5819,2017,2,1
5820,2017,0,1
5821,2017,1,1
5822,2017,2,1
5868,2017,0,0
5869,2017,0,0
5870,2017,0,0
5871,2017,0,0
5872,2017,0,0
3,2018,1,1
11,2018,0,1
20,2018,2,2
26,2018,0,1
33,2018,0,1
39,2018,2,1
46,2018,0,1
51,2018,1,1
57,2018,2,2
63,2018,1,2
71,2018,2,2
77,2018,0,1
83,2018,0,2
89,2018,2,2
95,2018,2,1
101,2018,2,1
104,2018,1,2
110,2018,0,1
115,2018,1,1
121,2018,2,2
126,2018,1,2
132,2018,2,2
139,2018,2,2
141,2018,1,0
146,2018,0,1
148,2018,0,0
149,2018,2,2
155,2018,1,1
157,2018,0,0
162,2018,2,1
168,2018,1,1
170,2018,0,0
181,2018,0,2
189,2018,1,1
197,2018,2,2
210,2018,0,0
218,2018,1,2
223,2018,2,1
234,2018,0,1
277,2018,1,2
286,2018,2,0
308,2018,2,2
310,2018,1,0
315,2018,1,1
317,2018,0,0
322,2018,2,2
324,2018,2,0
329,2018,2,1
331,2018,0,0
347,2018,1,0
497,2018,0,2
503,2018,2,1
508,2018,1,0
514,2018,2,1
520,2018,1,1
526,2018,1,1
534,2018,0,2
538,2018,1,1
548,2018,1,1
561,2018,0,1
567,2018,0,2
572,2018,1,1
584,2018,0,2
588,2018,2,2
594,2018,2,2
602,2018,2,2
609,2018,2,2
611,2018,1,2
624,2018,1,1
630,2018,0,1
637,2018,2,2
642,2018,1,0
649,2018,2,2
655,2018,0,2
663,2018,0,2
669,2018,2,0
673,2018,1,0
677,2018,1,1
682,2018,2,1
688,2018,1,1
694,2018,1,1
699,2018,2,0
704,2018,2,1
708,2018,2,1
711,2018,0,1
716,2018,1,0
720,2018,0,0
724,2018,2,1
725,2018,0,0
730,2018,0,0
735,2018,2,1
740,2018,1,0
742,2018,0,0
745,2018,0,0
747,2018,0,0
752,2018,2,2
757,2018,2,0
761,2018,0,1
765,2018,1,0
774,2018,1,0
781,2018,1,0
787,2018,0,0
792,2018,0,0
800,2018,0,0
811,2018,0,0
822,2018,0,0
830,2018,0,0
839,2018,1,0
846,2018,0,0
852,2018,0,0
858,2018,0,0
863,2018,0,0
872,2018,1,0
877,2018,0,0
888,2018,2,0
896,2018,0,0
901,2018,0,0
904,2018,0,0
912,2018,0,0
920,2018,0,1
930,2018,2,0
942,2018,1,1
952,2018,1,0
959,2018,1,0
964,2018,1,0
970,2018,0,0
976,2018,1,0
983,2018,0,0
985,2018,1,0
995,2018,0,0
1005,2018,2,0
1019,2018,0,0
1025,2018,0,0
1034,2018,2,0
1044,2018,1,0
1049,2018,0,0
1054,2018,0,0
1059,2018,0,0
1065,2018,1,0
1071,2018,0,0
1075,2018,0,0
1084,2018,0,0
1094,2018,2,0
1105,2018,1,0
1111,2018,0,0
1116,2018,2,0
1124,2018,1,0
1129,2018,1,0
1147,2018,0,0
1151,2018,2,1
1160,2018,1,0
1166,2018,0,0
1169,2018,1,0
1180,2018,1,0
1185,2018,0,0
1191,2018,1,0
1197,2018,0,0
1202,2018,0,0
1211,2018,0,0
1218,2018,0,0
1224,2018,1,0
1231,2018,0,0
1532,2018,1,1
1537,2018,1,1
1542,2018,0,0
1549,2018,0,0
1554,2018,0,0
1559,2018,1,0
1564,2018,2,0
1569,2018,0,0
1574,2018,0,0
1577,2018,0,1
1582,2018,1,0
1587,2018,1,0
1592,2018,0,0
1597,2018,0,2
1602,2018,0,0
1608,2018,0,1
1612,2018,0,0
1619,2018,0,0
1630,2018,0,0
1635,2018,1,0
1641,2018,0,0
1645,2018,0,0
1651,2018,0,0
1660,2018,0,0
1665,2018,0,0
1671,2018,0,0
1676,2018,0,0
1681,2018,0,0
1685,2018,0,0
1689,2018,0,0
1693,2018,1,0
1699,2018,0,0
1704,2018,0,0
1708,2018,0,0
1712,2018,0,0
1718,2018,0,0
1723,2018,0,0
1728,2018,0,0
1734,2018,0,0
1743,2018,0,0
1749,2018,0,0
1758,2018,0,0
1764,2018,0,0
1771,2018,0,0
1776,2018,1,0
1784,2018,0,0
1789,2018,0,0
1797,2018,0,0
1803,2018,0,0
1811,2018,0,0
1817,2018,0,0
1826,2018,0,0
1832,2018,0,0
1839,2018,0,0
1845,2018,1,0
1852,2018,0,0
1858,2018,0,0
1865,2018,0,0
1871,2018,0,0
1878,2018,0,0
1884,2018,0,0
1891,2018,0,0
1897,2018,0,0
1904,2018,1,0
1910,2018,0,0
1916,2018,0,0
1922,2018,0,0
1929,2018,0,0
1935,2018,0,0
1941,2018,0,0
1947,2018,0,0
1956,2018,0,0
1962,2018,1,0
1971,2018,0,0
1977,2018,0,0
1984,2018,0,0
1990,2018,0,0
1996,2018,0,0
2002,2018,0,0
2013,2018,0,0
2020,2018,0,0
2026,2018,0,0
2033,2018,0,0
2037,2018,0,0
2048,2018,1,0
2058,2018,0,0
2067,2018,1,1
2075,2018,0,1
2082,2018,0,0
2087,2018,0,1
2096,2018,0,0
2105,2018,1,0
2114,2018,0,0
2124,2018,2,1
2132,2018,1,1
2137,2018,0,0
2141,2018,2,0
2150,2018,0,1
2156,2018,0,0
2161,2018,2,0
2170,2018,0,0
2179,2018,2,0
2189,2018,2,1
2198,2018,1,1
2204,2018,0,0
2209,2018,2,0
2216,2018,0,0
2221,2018,1,0
2227,2018,0,1
2231,2018,0,1
2240,2018,0,0
2247,2018,1,0
2252,2018,1,0
2257,2018,0,0
2262,2018,0,0
2270,2018,0,0
2281,2018,2,0
2287,2018,0,0
2292,2018,0,0
2303,2018,1,0
2314,2018,0,0
2321,2018,0,0
2326,2018,1,0
2333,2018,0,0
2338,2018,0,0
2344,2018,1,0
2349,2018,0,0
2355,2018,1,0
2372,2018,0,0
2378,2018,0,0
2385,2018,0,0
2390,2018,0,0
2396,2018,0,0
2402,2018,0,0
2410,2018,0,0
2415,2018,0,0
2422,2018,0,0
2431,2018,0,0
2437,2018,2,0
2444,2018,0,0
2450,2018,0,0
2461,2018,2,0
2467,2018,0,0
2473,2018,0,0
2480,2018,0,0
2486,2018,0,0
2493,2018,0,0
2496,2018,0,0
2501,2018,0,0
2507,2018,0,0
2515,2018,0,0
2519,2018,0,0
2524,2018,0,0
2529,2018,0,0
2534,2018,0,0
2540,2018,0,0
2548,2018,0,0
2554,2018,0,0
2562,2018,0,0
2569,2018,0,0
2575,2018,1,0
2582,2018,0,0
2596,2018,0,0
2606,2018,0,0
2616,2018,1,0
2634,2018,0,0
2643,2018,0,0
2653,2018,0,0
2662,2018,1,0
2672,2018,0,0
2681,2018,0,0
2691,2018,0,0
2701,2018,0,0
2718,2018,0,0
2728,2018,0,0
2737,2018,0,0
2747,2018,0,0
2757,2018,0,0
2761,2018,0,0
2766,2018,0,0
2770,2018,0,0
2775,2018,1,0
2780,2018,0,0
2785,2018,1,0
2789,2018,0,0
2793,2018,0,0
2798,2018,0,0
2801,2018,0,0
2805,2018,0,0
2810,2018,1,0
2815,2018,0,0
2819,2018,0,0
2828,2018,1,0
2835,2018,1,0
2843,2018,1,0
2851,2018,1,0
2858,2018,1,0
2864,2018,0,0
2869,2018,0,0
2874,2018,0,0
2879,2018,0,0
2887,2018,0,0
2893,2018,0,0
2899,2018,0,0
2905,2018,0,0
2912,2018,0,0
2917,2018,0,0
2922,2018,0,0
2928,2018,0,0
2935,2018,0,0
2944,2018,0,0
2951,2018,0,0
2958,2018,0,0
2964,2018,0,0
2971,2018,0,0
2978,2018,0,0
2985,2018,0,0
2991,2018,0,0
2996,2018,0,0
3002,2018,0,0
3009,2018,0,0
3015,2018,0,0
3023,2018,0,0
3028,2018,0,0
3035,2018,0,0
3043,2018,0,0
3053,2018,0,0
3061,2018,0,0
3070,2018,0,0
3077,2018,0,0
3084,2018,0,0
3092,2018,0,0
3100,2018,0,0
3108,2018,0,0
3117,2018,0,0
3127,2018,0,0
3135,2018,0,0
3143,2018,0,0
3152,2018,0,0
3161,2018,0,0
3170,2018,0,0
3177,2018,0,0
3183,2018,0,0
3189,2018,0,0
3197,2018,0,0
3204,2018,0,0
3209,2018,0,0
3214,2018,0,0
3220,2018,0,0
3226,2018,0,0
3232,2018,0,0
3237,2018,0,0
3243,2018,0,0
3251,2018,0,0
3261,2018,0,0
3270,2018,0,0
3277,2018,0,0
3284,2018,0,0
3291,2018,0,0
3297,2018,0,0
3305,2018,0,0
3312,2018,0,0
3319,2018,0,0
3327,2018,0,0
3335,2018,0,0
3344,2018,0,0
3355,2018,0,0
3363,2018,0,0
3370,2018,0,0
3376,2018,0,0
3385,2018,0,0
3395,2018,0,0
3403,2018,0,0
3410,2018,2,0
3420,2018,0,0
3431,2018,0,0
3440,2018,0,0
3448,2018,0,0
3459,2018,1,0
3468,2018,0,0
3477,2018,0,0
3486,2018,0,0
3496,2018,0,0
3507,2018,0,0
3517,2018,0,0
3527,2018,0,0
3537,2018,0,0
