typhoon,mun_code,lf_pre_max_6h,lf_pre_max_24h,lf_during_total_rainfall,lf_during_max_rainfall,lf_during_mean_rainfall,lf_during_max_1h_intensity,lf_during_max_3h_intensity,lf_during_max_6h_intensity,lf_post_max_6h,lf_post_max_24h
durian2006,PH012901000,0.35,0.35,15.499999999999998,3.95,0.2818181818181818,4.0,4.025,5.425,3.575,3.6750000000000003
durian2006,PH063002000,15.216666666666665,25.45,18.366666666666667,3.0,0.3339393939393939,5.616666666666667,8.183333333333334,13.833333333333334,0.9833333333333333,0.9833333333333333
durian2006,PH041002000,4.05,5.55,243.79999999999998,26.2,4.432727272727273,50.65,96.6,140.05,5.8,5.8
durian2006,PH021503000,4.933333333333334,7.233333333333333,187.89999999999998,24.78333333333333,3.416363636363636,44.3,113.75,177.4,38.43333333333334,97.31666666666668
durian2006,PH084801000,131.25,238.5,43.375,6.25,0.7886363636363637,12.2,31.925,41.625,6.425,6.425
durian2006,PH086001000,37.65,69.35,13.575,1.8,0.2468181818181818,3.2750000000000004,7.675,12.875,7.225,7.825
durian2006,PH087801000,25.575,64.925,7.7749999999999995,1.65,0.14136363636363636,3.25,4.550000000000001,6.75,7.325,8.15
durian2006,PH072204000,19.400000000000002,29.525,4.7,1.8,0.08545454545454546,2.525,2.525,3.625,2.2,2.2
durian2006,PH104201000,8.1,13.04,0.8200000000000001,0.2,0.01490909090909091,0.4,0.74,0.76,54.52,59.12
durian2006,PH060401000,25.35,35.825,67.775,4.625,1.2322727272727274,8.925,23.825,42.425,13.7,13.95
durian2006,PH104301000,2.42,5.38,1.3399999999999999,0.82,0.02436363636363636,0.84,1.3199999999999998,1.3399999999999999,7.32,7.32
durian2006,PH042102000,4.366666666666666,4.7,159.76666666666668,20.133333333333333,2.9048484848484852,23.03333333333333,38.833333333333336,64.73333333333333,10.033333333333333,16.099999999999998
durian2006,PH025001000,0.9285714285714284,1.1285714285714281,12.257142857142854,1.4285714285714286,0.2228571428571428,2.5857142857142854,5.828571428571427,6.728571428571428,7.442857142857143,8.514285714285714
durian2006,PH074601000,5.266666666666667,9.433333333333334,2.7666666666666666,2.5,0.0503030303030303,2.5,2.5,2.5,2.4333333333333336,3.4000000000000004
durian2006,PH153801000,0.6833333333333333,0.7833333333333332,1.4833333333333327,0.2666666666666666,0.02696969696969696,0.5166666666666666,1.133333333333333,1.4666666666666661,8.133333333333333,8.416666666666666
durian2006,PH021504000,12.775,12.8375,180.15,24.3875,3.2754545454545454,44.2,92.95,137.96249999999998,11.2,18.8375
durian2006,PH086401000,8.766666666666666,19.166666666666664,0.0999999999999999,0.0666666666666666,0.0018181818181818162,0.0999999999999999,0.0999999999999999,0.0999999999999999,1.2999999999999998,1.6666666666666665
durian2006,PH036901000,0.7333333333333334,0.7999999999999998,34.5,9.366666666666667,0.6272727272727273,15.666666666666668,27.566666666666666,32.166666666666664,0.33333333333333326,0.6666666666666664
durian2006,PH015505000,0.95,0.95,11.525,1.875,0.20954545454545456,3.15,5.525,7.4750000000000005,9.0,10.674999999999999
durian2006,PH071203000,10.0,16.0,0.65,0.55,0.011818181818181818,0.55,0.55,0.55,2.35,4.7
durian2006,PH023102000,5.542857142857143,9.985714285714284,63.94285714285714,11.87142857142857,1.1625974025974026,17.24285714285714,18.67142857142857,28.185714285714283,3.4285714285714284,3.6857142857142846
durian2006,PH031401000,0.9,1.375,82.6,24.675,1.5018181818181817,40.675,50.800000000000004,58.275000000000006,6.625,9.875
durian2006,PH035401000,1.175,1.175,30.675,8.0,0.5577272727272727,12.9,15.825,21.925,1.4500000000000002,2.275
durian2006,PH045801000,3.1,3.9000000000000004,70.39999999999999,5.2,1.2799999999999998,8.8,16.9,32.1,9.2,12.4
durian2006,PH063003000,6.033333333333333,12.6,15.966666666666665,3.3666666666666663,0.2903030303030303,3.5333333333333328,5.633333333333334,8.766666666666667,0.0999999999999999,0.1333333333333332
durian2006,PH060601000,7.8500000000000005,10.200000000000001,10.0,1.25,0.18181818181818182,2.4,4.75,6.15,1.4,2.7
durian2006,PH071204000,6.35,9.149999999999999,0.75,0.725,0.013636363636363636,0.75,0.75,0.75,7.7,9.925
durian2006,PH124715000,5.28,5.7,0.0,0.0,0.0,0.0,0.0,0.0,41.86000000000001,46.06
durian2006,PH035402000,0.65,0.65,85.75,24.7,1.559090909090909,49.099999999999994,60.49999999999999,67.55,6.25,9.299999999999999
durian2006,PH021505000,5.800000000000001,5.890909090909091,96.86363636363637,11.754545454545454,1.7611570247933885,22.063636363636363,60.654545454545456,89.64545454545456,19.854545454545452,49.28181818181818
durian2006,PH175303000,2.3454545454545452,6.3,12.263636363636362,2.0727272727272728,0.22297520661157022,3.1090909090909093,5.945454545454545,8.409090909090908,1.3363636363636358,1.9090909090909076
durian2006,PH124718000,5.5249999999999995,6.991666666666666,0.0,0.0,0.0,0.0,0.0,0.0,49.725,55.791666666666664
durian2006,PH035403000,0.3999999999999998,0.4333333333333331,56.64999999999999,17.316666666666666,1.0299999999999998,31.033333333333328,36.46666666666667,43.53333333333333,1.0999999999999999,2.2833333333333328
durian2006,PH072205000,18.866666666666667,26.333333333333332,0.9999999999999997,0.4833333333333333,0.018181818181818177,0.4833333333333333,0.8333333333333331,0.9666666666666665,0.8833333333333333,1.1999999999999997
durian2006,PH013302000,1.025,1.125,22.95,2.3,0.41727272727272724,4.475,11.549999999999999,19.875,10.625,10.75
durian2006,PH025002000,0.27499999999999997,0.2875,67.575,15.8625,1.2286363636363637,30.9625,55.45,62.949999999999996,5.0375,5.050000000000001
durian2006,PH054101000,82.47000000000001,95.92,94.32999999999998,12.57,1.7150909090909088,22.91,43.4,69.13,2.0799999999999996,2.47
durian2006,PH082601000,123.75,301.8833333333333,7.833333333333333,1.4333333333333331,0.14242424242424243,2.6166666666666663,5.816666666666666,7.7333333333333325,0.1166666666666665,0.1333333333333331
durian2006,PH015506000,1.275,1.725,51.574999999999996,7.05,0.9377272727272726,11.7,29.275000000000002,43.0,1.825,3.7
durian2006,PH142711000,0.775,0.8875000000000001,9.375000000000004,0.8,0.17045454545454553,1.5750000000000002,3.575,5.05,6.7875000000000005,12.55
durian2006,PH072206000,9.475,18.7,7.075000000000001,4.45,0.12863636363636366,5.05,5.5,6.25,0.125,0.125
durian2006,PH112301000,18.82857142857143,24.8,1.0714285714285707,0.7428571428571429,0.019480519480519466,0.7428571428571429,0.7428571428571429,0.7428571428571429,39.51428571428571,40.3
durian2006,PH045603000,33.17142857142857,41.58571428571429,269.1571428571429,17.15714285714286,4.893766233766234,34.3,87.95714285714286,135.18571428571428,15.614285714285714,16.457142857142856
durian2006,PH141101000,0.5800000000000001,0.62,17.42,2.16,0.31672727272727275,4.040000000000001,10.48,14.14,14.72,19.240000000000002
durian2006,PH023103000,6.3,6.6,107.14,13.96,1.948,20.36,47.739999999999995,70.67999999999999,1.6800000000000002,2.5
durian2006,PH097302000,0.9799999999999999,1.5199999999999998,0.19999999999999998,0.18,0.003636363636363636,0.19999999999999998,0.19999999999999998,0.19999999999999998,2.7199999999999998,4.0
durian2006,PH074602000,11.375,15.512500000000001,6.1,1.5375,0.1109090909090909,1.7,1.7625000000000002,3.1750000000000003,13.775,13.775
durian2006,PH051701000,105.9,131.85,175.72500000000002,17.4,3.1950000000000003,33.6,86.5,154.45,62.849999999999994,65.65
durian2006,PH083705000,16.950000000000003,45.3,13.649999999999999,2.875,0.24818181818181814,5.275,8.85,13.075,0.5,0.525
durian2006,PH050501000,117.9857142857143,174.9142857142857,72.15714285714286,10.657142857142857,1.311948051948052,21.014285714285712,39.24285714285714,63.72857142857143,13.714285714285715,15.614285714285716
durian2006,PH012802000,3.1,3.1,56.4,19.05,1.0254545454545454,30.5,51.8,54.25,0.15,0.4
durian2006,PH071205000,3.9000000000000004,4.325,0.45,0.2,0.008181818181818182,0.25,0.375,0.375,2.225,2.625
durian2006,PH013303000,0.3333333333333333,0.3333333333333333,11.0,2.833333333333333,0.2,4.366666666666666,7.6,8.2,3.9666666666666663,3.9999999999999996
durian2006,PH175201000,6.318181818181817,9.745454545454544,236.9545454545455,22.55454545454545,4.308264462809918,39.345454545454544,76.51818181818182,131.66363636363636,1.7636363636363634,2.2363636363636354
durian2006,PH103501000,1.8,3.4666666666666663,1.333333333333333,0.5,0.024242424242424235,0.8333333333333333,0.9666666666666666,0.9666666666666666,10.3,12.033333333333333
durian2006,PH153601000,4.566666666666666,9.8,3.4,0.9,0.061818181818181814,0.9,1.4,1.4666666666666666,14.166666666666666,25.866666666666667
durian2006,PH064501000,5.228571428571429,11.728571428571428,8.685714285714287,3.7285714285714286,0.15792207792207794,4.285714285714286,4.7,8.357142857142858,0.0714285714285711,0.0714285714285711
durian2006,PH035404000,0.42,0.52,63.879999999999995,23.12,1.1614545454545453,35.480000000000004,41.94,51.7,0.98,2.1799999999999997
durian2006,PH074603000,8.8,11.700000000000001,0.44999999999999996,0.3,0.00818181818181818,0.3,0.3,0.45,7.6499999999999995,7.85
durian2006,PH042103000,3.3,4.575,92.19999999999999,4.775,1.676363636363636,9.350000000000001,23.55,40.425,11.225000000000001,20.5
durian2006,PH166702000,14.633333333333333,18.966666666666665,3.6666666666666665,1.0333333333333334,0.06666666666666667,1.6666666666666667,3.4000000000000004,3.5999999999999996,5.5,5.533333333333333
durian2006,PH097226000,2.228571428571428,3.2999999999999994,0.15714285714285708,0.1285714285714286,0.0028571428571428563,0.15714285714285708,0.15714285714285708,0.15714285714285708,19.557142857142857,23.0
durian2006,PH072207000,18.9,27.266666666666666,1.5,0.5333333333333333,0.02727272727272727,0.5333333333333333,0.7,0.9666666666666666,4.45,4.466666666666667
durian2006,PH063004000,8.25,17.2,15.649999999999999,1.55,0.28454545454545455,2.475,5.7250000000000005,9.475,6.375,7.25
durian2006,PH012803000,0.075,0.075,3.6500000000000004,0.775,0.06636363636363637,0.95,1.725,2.325,1.675,3.25
durian2006,PH025003000,1.3666666666666667,1.45,6.499999999999999,0.6666666666666667,0.11818181818181817,1.2666666666666666,3.1333333333333333,4.283333333333332,4.866666666666666,5.35
durian2006,PH030802000,6.0625,8.3625,63.12500000000001,5.4375,1.147727272727273,10.549999999999999,24.025,38.4625,4.3999999999999995,6.275
durian2006,PH052001000,142.83333333333331,236.26666666666665,33.13333333333333,3.6,0.6024242424242424,4.566666666666666,12.566666666666666,21.7,20.93333333333333,24.7
durian2006,PH112501000,24.92857142857143,31.557142857142857,0.1857142857142851,0.0428571428571428,0.0033766233766233658,0.0642857142857142,0.12142857142857111,0.12142857142857111,1.4357142857142853,1.7214285714285702
durian2006,PH021506000,4.96,5.3,113.92666666666666,12.64,2.071393939393939,23.006666666666668,47.95333333333333,88.47333333333333,55.120000000000005,86.67999999999999
durian2006,PH064502000,7.242857142857143,14.142857142857142,6.128571428571428,3.942857142857143,0.11142857142857142,4.257142857142857,4.557142857142857,5.942857142857143,0.0714285714285711,0.0999999999999995
durian2006,PH141102000,0.825,1.0,24.624999999999996,3.3,0.44772727272727264,6.449999999999999,15.475,22.275,11.525,16.975
durian2006,PH013304000,0.4,0.4,15.225,2.45,0.2768181818181818,3.8999999999999995,8.9,12.475,10.6,11.35
durian2006,PH126501000,3.95,4.7749999999999995,0.4583333333333332,0.15,0.008333333333333331,0.15,0.22499999999999998,0.25,17.03333333333333,18.791666666666668
durian2006,PH074604000,6.475,9.237499999999999,2.8,0.7875,0.050909090909090904,1.5625,1.5625,1.5625,2.575,2.6
durian2006,PH141103000,0.5555555555555552,0.5666666666666664,10.755555555555553,1.6666666666666667,0.1955555555555555,1.8444444444444446,3.2444444444444445,4.388888888888888,5.555555555555555,6.722222222222222
durian2006,PH175304000,1.1916666666666662,2.470833333333332,1.4499999999999995,0.35,0.026363636363636356,0.5874999999999999,1.2208333333333332,1.3416666666666663,0.4624999999999996,0.8833333333333321
durian2006,PH153602000,22.099999999999998,29.725,0.025,0.025,0.00045454545454545455,0.025,0.025,0.025,5.05,5.7749999999999995
durian2006,PH031402000,1.05,1.3,57.4,6.0,1.0436363636363637,10.35,15.625,25.424999999999997,5.949999999999999,9.275
durian2006,PH072208000,13.06,26.919999999999998,12.559999999999999,7.26,0.22836363636363635,10.059999999999999,10.12,11.62,0.12000000000000001,0.12000000000000001
durian2006,PH082602000,17.9,30.975,0.8875,0.15,0.016136363636363636,0.3,0.46249999999999997,0.46249999999999997,0.8875,1.2125000000000001
durian2006,PH082603000,24.342857142857145,41.714285714285715,1.071428571428571,0.6,0.019480519480519473,0.6,0.6142857142857142,0.8285714285714283,1.471428571428571,1.7999999999999994
durian2006,PH013305000,0.35,0.35,11.725,1.9,0.21318181818181817,3.075,5.875,6.575,2.775,2.8
durian2006,PH063005000,35.0,39.56666666666667,45.43333333333333,5.733333333333333,0.826060606060606,9.433333333333334,23.6,35.66666666666667,1.0999999999999996,1.3999999999999995
durian2006,PH051702000,80.25,107.1,176.70000000000002,18.65,3.212727272727273,35.9,87.8,141.95,56.75,57.15
durian2006,PH041003000,1.875,2.075,198.02499999999998,18.05,3.600454545454545,34.825,77.7,110.2,5.8,5.95
durian2006,PH143201000,0.7928571428571426,0.7928571428571426,24.52142857142857,3.592857142857143,0.4458441558441558,6.15,13.614285714285714,19.47857142857143,55.7,59.77142857142857
durian2006,PH054102000,95.47999999999999,113.98,80.46,13.62,1.4629090909090907,25.78,49.42,69.22,1.98,2.2399999999999998
durian2006,PH037701000,2.483333333333333,4.666666666666666,83.53333333333332,28.05,1.5187878787878786,33.28333333333333,43.483333333333334,57.5,9.183333333333334,12.5
durian2006,PH041004000,3.15,5.0,208.95,18.425,3.799090909090909,33.975,78.3,107.17500000000001,2.4000000000000004,3.0250000000000004
durian2006,PH060402000,23.4,34.8,78.02000000000001,5.12,1.4185454545454548,9.64,25.44,44.54,19.299999999999997,20.52
durian2006,PH104202000,1.875,3.675,0.0,0.0,0.0,0.0,0.0,0.0,20.375,26.0
durian2006,PH097224000,1.4124999999999999,2.4875,1.4374999999999996,0.425,0.026136363636363628,0.525,0.6625,0.6749999999999999,7.3125,8.2
durian2006,PH071206000,5.625,8.925,0.275,0.25,0.005,0.25,0.25,0.25,13.875,17.6
durian2006,PH153603000,5.025,9.35,3.6500000000000004,0.925,0.06636363636363637,1.0,2.075,2.075,13.8,24.95
durian2006,PH104302000,2.514285714285714,5.357142857142856,1.7999999999999998,0.9285714285714286,0.03272727272727272,0.9285714285714286,1.457142857142857,1.457142857142857,13.114285714285712,15.157142857142857
durian2006,PH104303000,5.1,11.42,1.2599999999999998,0.3399999999999999,0.022909090909090907,0.36,0.7,0.7,10.120000000000001,14.08
durian2006,PH031403000,0.825,0.825,90.1,28.8,1.6381818181818182,49.05,61.7,69.575,4.925,10.725
durian2006,PH021507000,1.8,2.2333333333333334,161.5333333333333,21.2,2.9369696969696966,42.349999999999994,111.16666666666666,154.36666666666667,77.91666666666667,174.38333333333333
durian2006,PH103502000,1.8,3.4250000000000003,0.7250000000000001,0.325,0.013181818181818183,0.55,0.55,0.55,21.200000000000003,23.1
durian2006,PH054103000,31.029999999999998,41.29,69.39,6.45,1.2616363636363637,11.9,28.96,49.47,4.17,5.3
durian2006,PH015507000,1.125,1.4,49.324999999999996,8.175,0.8968181818181817,13.075000000000001,32.125,42.7,1.2750000000000001,3.1
durian2006,PH036902000,1.8375,1.9375,20.15,4.125,0.36636363636363634,6.2250000000000005,7.8500000000000005,11.962499999999999,2.725,3.5
durian2006,PH025004000,0.5714285714285714,0.7714285714285714,20.314285714285713,2.914285714285714,0.3693506493506493,4.471428571428571,11.72857142857143,14.257142857142858,11.185714285714285,11.285714285714285
durian2006,PH063006000,6.34,13.08,15.56,2.34,0.28290909090909094,2.96,5.1,6.64,1.42,2.62
durian2006,PH142701000,0.7571428571428569,0.9999999999999994,26.77142857142857,2.6142857142857143,0.4867532467532467,4.228571428571429,9.371428571428572,14.557142857142857,1.814285714285714,1.9714285714285709
durian2006,PH112502000,18.299999999999997,19.114285714285714,0.0,0.0,0.0,0.0,0.0,0.0,2.2428571428571433,2.5285714285714294
durian2006,PH012902000,0.15000000000000002,0.15000000000000002,10.95,2.8,0.19909090909090907,3.4,4.75,7.95,11.0,11.55
durian2006,PH060403000,22.733333333333334,33.56666666666666,86.26666666666667,5.333333333333334,1.5684848484848484,10.0,26.2,45.300000000000004,25.3,25.6
durian2006,PH126302000,2.9375,3.8875,0.4875,0.2875,0.008863636363636363,0.2875,0.2875,0.4375,20.425,21.2375
durian2006,PH013306000,0.5333333333333333,0.5333333333333333,13.399999999999999,1.6,0.24363636363636362,2.7333333333333334,5.566666666666667,6.300000000000001,3.033333333333333,3.033333333333333
durian2006,PH140101000,0.2499999999999998,0.2499999999999998,3.1833333333333327,0.6666666666666667,0.05787878787878787,1.0166666666666666,1.6666666666666665,1.9166666666666663,23.583333333333336,28.083333333333336
durian2006,PH012804000,1.16,1.2,79.37999999999998,22.3,1.443272727272727,37.88,70.06,73.66,47.92,88.66
durian2006,PH015508000,1.7333333333333332,1.7333333333333332,12.3,1.8666666666666667,0.22363636363636366,3.4333333333333336,6.683333333333333,8.333333333333332,11.983333333333333,13.283333333333333
durian2006,PH124716000,20.6375,20.8625,0.0,0.0,0.0,0.0,0.0,0.0,50.2625,58.675
durian2006,PH012811000,0.4,0.4,8.9,2.2,0.16181818181818183,3.05,5.175000000000001,5.575,1.25,1.525
durian2006,PH112401000,9.6,11.399999999999999,1.0428571428571423,0.2142857142857142,0.01896103896103895,0.4285714285714284,0.8428571428571424,0.8428571428571424,5.999999999999999,8.899999999999999
durian2006,PH175202000,10.816666666666666,16.883333333333333,240.11666666666667,23.633333333333333,4.365757575757576,37.03333333333333,85.76666666666667,140.16666666666666,0.7166666666666665,0.7666666666666663
durian2006,PH012903000,0.44,0.44,1.78,0.38,0.032363636363636365,0.74,0.74,0.74,8.3,14.22
durian2006,PH072209000,5.266666666666667,9.999999999999998,1.7499999999999998,0.5333333333333333,0.031818181818181815,0.6666666666666666,0.9833333333333332,1.4000000000000001,2.8,3.666666666666665
durian2006,PH175902000,13.899999999999999,17.4,200.8,12.0,3.6509090909090913,22.099999999999998,58.199999999999996,109.30000000000001,2.1,2.6
durian2006,PH045803000,4.375,7.4,83.42500000000001,5.35,1.516818181818182,8.600000000000001,21.8,33.825,4.725,5.8
durian2006,PH052002000,190.625,357.0,39.175,3.675,0.7122727272727272,7.25,20.225,33.0,1.55,3.525
durian2006,PH060602000,16.17142857142857,37.92857142857143,44.80000000000001,3.4285714285714284,0.8145454545454548,5.685714285714287,14.614285714285716,21.571428571428573,5.4714285714285715,7.257142857142856
durian2006,PH056202000,172.525,263.775,76.325,18.525,1.3877272727272727,33.125,55.8,71.675,12.25,13.75
durian2006,PH072210000,20.5,31.675,3.775,1.125,0.06863636363636363,1.3,1.3,2.375,0.225,0.325
durian2006,PH153818000,28.75,37.8,0.0,0.0,0.0,0.0,0.0,0.0,16.433333333333334,34.18333333333333
durian2006,PH144401000,1.433333333333333,1.616666666666666,40.416666666666664,4.65,0.7348484848484848,9.066666666666666,20.683333333333334,32.18333333333333,0.9666666666666663,1.4666666666666661
durian2006,PH166801000,28.999999999999996,35.71666666666667,1.383333333333333,0.3,0.025151515151515147,0.5333333333333333,0.9333333333333331,0.9666666666666665,3.2166666666666663,3.3499999999999996
durian2006,PH063007000,4.725,12.475,13.975,3.775,0.2540909090909091,3.8249999999999997,5.375,6.75,0.025,0.025
durian2006,PH063008000,7.8999999999999995,12.816666666666666,18.983333333333334,2.3,0.34515151515151515,3.5166666666666666,7.383333333333333,9.216666666666665,8.133333333333333,9.216666666666667
durian2006,PH103503000,0.8250000000000001,1.15,3.1750000000000003,1.05,0.05772727272727273,2.075,2.575,2.6,10.025,18.7
durian2006,PH083706000,13.849999999999998,37.75,18.224999999999998,5.575,0.3313636363636363,10.600000000000001,12.025,15.475,2.25,2.25
durian2006,PH074605000,5.300000000000001,6.533333333333333,2.9833333333333334,1.55,0.054242424242424245,2.0166666666666666,2.0166666666666666,2.0166666666666666,1.4166666666666663,1.7666666666666662
durian2006,PH020901000,0.15,0.15,3.9499999999999997,1.25,0.07181818181818181,1.25,1.85,2.05,7.2,10.75
durian2006,PH086002000,18.1125,37.85625,5.1000000000000005,0.93125,0.09272727272727274,1.375,2.30625,3.3125,3.75,3.81875
durian2006,PH168501000,10.962499999999999,23.012500000000003,3.5250000000000004,0.725,0.0640909090909091,1.05,1.7249999999999999,2.1625,2.025,2.7875
durian2006,PH015509000,0.55,0.55,33.400000000000006,5.8,0.6072727272727274,10.7,25.900000000000002,30.700000000000003,1.5,1.9500000000000002
durian2006,PH051601000,122.575,141.6125,157.58749999999998,13.75,2.8652272727272723,23.6375,56.0125,106.4375,9.012500000000001,9.8875
durian2006,PH063009000,32.1,37.25,37.650000000000006,4.825,0.6845454545454547,8.424999999999999,19.625000000000004,30.05,2.2249999999999996,2.2249999999999996
durian2006,PH060404000,25.48,34.58,82.14,5.94,1.4934545454545454,10.88,28.360000000000003,49.1,23.520000000000003,23.98
durian2006,PH041005000,3.528571428571428,6.585714285714285,243.5857142857143,25.742857142857144,4.428831168831169,46.42857142857143,90.28571428571429,132.9142857142857,0.5714285714285712,0.8999999999999995
durian2006,PH175305000,2.5625,4.19375,2.8874999999999997,0.6625,0.0525,1.10625,1.5625,1.78125,1.375,2.8875
durian2006,PH051703000,96.08,125.84,169.82,17.68,3.0876363636363635,34.5,90.32,141.92,48.74,54.02
durian2006,PH052003000,165.375,304.675,45.175,4.725,0.8213636363636363,9.399999999999999,24.95,41.15,1.575,2.85
durian2006,PH083707000,20.325,29.924999999999997,1.325,0.6,0.02409090909090909,0.775,0.975,0.975,0.875,1.375
durian2006,PH054104000,109.1,141.76666666666668,76.9,12.833333333333334,1.3981818181818182,24.633333333333333,48.0,69.46666666666667,1.9,1.9999999999999998
durian2006,PH071207000,2.44,5.640000000000001,0.04,0.04,0.0007272727272727273,0.04,0.04,0.04,8.72,13.68
