year,actual,predicted
2020,1,1
2020,0,1
2020,1,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,1,1
2020,0,0
2020,0,0
2020,1,0
2020,1,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,1,1
2020,0,1
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,1,1
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,1,1
2020,0,0
2020,1,1
2020,0,1
2020,0,0
2020,0,1
2020,0,0
2020,1,1
2020,1,0
2020,0,0
2020,0,1
2020,1,0
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,1,1
2020,1,1
2020,0,1
2020,1,0
2020,0,0
2020,0,0
2020,1,1
2020,0,0
2020,0,1
2020,0,0
2020,0,1
2020,0,1
2020,0,1
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,1
2020,1,1
2020,1,0
2020,1,1
2020,0,1
2020,0,0
2020,1,0
2020,1,1
2020,1,0
2020,1,1
2020,0,0
2020,0,0
2020,1,1
2020,0,1
2020,0,1
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,1
2020,1,1
2020,1,0
2020,0,1
2020,0,0
2020,0,1
2020,0,0
2020,0,1
2020,1,1
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,1,1
2020,1,1
2020,1,1
2020,1,1
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,1
2020,1,1
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
